NUM_LOOP,FREQ,EVAL_BITS,REP_BITS,BOARD_NUM
429,47,20,6,0
430,42,20,6,0
431,27351,20,6,0
432,29,20,6,0
433,184,20,6,0
434,38,20,6,0
435,13,20,6,0
436,26,20,6,0
437,38,20,6,0
438,322,20,6,0
439,13,20,6,0
440,14,20,6,0
441,1867771,20,6,0
442,15630,20,6,0
443,36,20,6,0
444,76,20,6,0
445,2448913,20,6,0
446,105,20,6,0
447,10,20,6,0
448,87,20,6,0
449,48,20,6,0
450,53,20,6,0
451,76,20,6,0
452,45,20,6,0
453,33,20,6,0
454,17,20,6,0
455,57,20,6,0
456,38,20,6,0
457,22,20,6,0
458,64,20,6,0
459,1475,20,6,0
460,110927,20,6,0
461,34,20,6,0
462,34,20,6,0
463,62,20,6,0
464,267,20,6,0
465,45,20,6,0
466,93,20,6,0
467,21,20,6,0
468,30,20,6,0
469,3692316,20,6,0
470,81,20,6,0
471,55,20,6,0
472,69,20,6,0
473,26,20,6,0
474,20,20,6,0
475,36,20,6,0
476,17,20,6,0
477,15,20,6,0
478,34,20,6,0
479,1549884,20,6,0
480,173,20,6,0
481,20,20,6,0
482,6180,20,6,0
483,181,20,6,0
484,200,20,6,0
485,16,20,6,0
486,26,20,6,0
487,13,20,6,0
488,33,20,6,0
489,27,20,6,0
490,188,20,6,0
491,50,20,6,0
492,98,20,6,0
493,22,20,6,0
494,49,20,6,0
495,16,20,6,0
496,146,20,6,0
497,54,20,6,0
498,3615400,20,6,0
499,20,20,6,0
500,35,20,6,0
501,23,20,6,0
502,77,20,6,0
503,47328,20,6,0
504,118,20,6,0
505,748,20,6,0
506,23,20,6,0
507,45,20,6,0
508,47,20,6,0
509,13,20,6,0
510,108,20,6,0
511,22,20,6,0
512,15,20,6,0
513,38,20,6,0
514,487460,20,6,0
515,10,20,6,0
516,59,20,6,0
517,694781,20,6,0
518,178,20,6,0
519,12,20,6,0
520,21,20,6,0
521,23,20,6,0
522,46,20,6,0
523,10,20,6,0
524,48,20,6,0
525,21,20,6,0
526,47,20,6,0
527,21,20,6,0
528,22,20,6,0
529,2596842,20,6,0
530,20,20,6,0
531,162040,20,6,0
532,121,20,6,0
533,2737698,20,6,0
534,158,20,6,0
535,41,20,6,0
536,15,20,6,0
537,16,20,6,0
538,11,20,6,0
539,24,20,6,0
540,330819,20,6,0
541,30,20,6,0
542,20,20,6,0
543,55,20,6,0
544,191,20,6,0
545,51,20,6,0
546,33,20,6,0
547,72,20,6,0
548,3812,20,6,0
549,88,20,6,0
550,103,20,6,0
551,299704,20,6,0
552,13,20,6,0
553,86,20,6,0
554,20,20,6,0
555,353,20,6,0
556,21,20,6,0
557,22,20,6,0
558,40,20,6,0
559,103,20,6,0
560,185,20,6,0
561,45,20,6,0
562,23,20,6,0
563,97,20,6,0
564,189,20,6,0
565,4299,20,6,0
566,226449,20,6,0
567,343122,20,6,0
568,115,20,6,0
569,50,20,6,0
570,44,20,6,0
571,34,20,6,0
572,160,20,6,0
573,53,20,6,0
574,158,20,6,0
575,22,20,6,0
576,32,20,6,0
577,36,20,6,0
578,31,20,6,0
579,15,20,6,0
580,91,20,6,0
581,10,20,6,0
582,20,20,6,0
583,146,20,6,0
584,174,20,6,0
585,24,20,6,0
586,47,20,6,0
587,18,20,6,0
588,43,20,6,0
589,1576259,20,6,0
590,92,20,6,0
591,42,20,6,0
592,55,20,6,0
593,271975,20,6,0
594,114,20,6,0
595,53,20,6,0
596,123,20,6,0
597,2122414,20,6,0
598,154,20,6,0
599,14,20,6,0
600,27,20,6,0
601,28,20,6,0
602,25,20,6,0
603,137799,20,6,0
604,2845,20,6,0
605,44,20,6,0
606,140,20,6,0
607,75,20,6,0
608,132,20,6,0
609,2667279,20,6,0
610,11,20,6,0
611,68,20,6,0
612,154,20,6,0
613,37972,20,6,0
614,9,20,6,0
615,1301438,20,6,0
616,24,20,6,0
617,40,20,6,0
618,12,20,6,0
619,3046022,20,6,0
620,19,20,6,0
621,22,20,6,0
622,198,20,6,0
623,24,20,6,0
624,153,20,6,0
625,29,20,6,0
626,30,20,6,0
627,21,20,6,0
628,20,20,6,0
629,123699,20,6,0
630,39,20,6,0
631,69,20,6,0
632,30,20,6,0
633,16,20,6,0
634,71,20,6,0
635,34,20,6,0
636,12,20,6,0
637,574,20,6,0
638,63,20,6,0
639,28,20,6,0
640,204,20,6,0
641,2784,20,6,0
642,52,20,6,0
643,59,20,6,0
644,82,20,6,0
645,66,20,6,0
646,1945314,20,6,0
647,45,20,6,0
648,15,20,6,0
649,479,20,6,0
650,128,20,6,0
651,19,20,6,0
652,100,20,6,0
653,17914,20,6,0
654,23,20,6,0
655,33,20,6,0
656,59,20,6,0
657,717,20,6,0
658,39,20,6,0
659,15448,20,6,0
660,25,20,6,0
661,11520,20,6,0
662,150,20,6,0
663,1031,20,6,0
664,35,20,6,0
665,554,20,6,0
666,129,20,6,0
667,19,20,6,0
668,31,20,6,0
669,52,20,6,0
670,16,20,6,0
671,40,20,6,0
672,35,20,6,0
673,56,20,6,0
674,29,20,6,0
675,2066189,20,6,0
676,52,20,6,0
677,217,20,6,0
678,40,20,6,0
679,34,20,6,0
680,99,20,6,0
681,150587,20,6,0
682,215,20,6,0
683,30,20,6,0
684,29,20,6,0
685,40,20,6,0
686,17,20,6,0
687,21,20,6,0
688,51,20,6,0
689,391530,20,6,0
690,129,20,6,0
691,143,20,6,0
692,20,20,6,0
693,28,20,6,0
694,104,20,6,0
695,28,20,6,0
696,34,20,6,0
697,18,20,6,0
698,588,20,6,0
699,27,20,6,0
700,258,20,6,0
701,634265,20,6,0
702,113,20,6,0
703,43,20,6,0
704,17,20,6,0
705,44,20,6,0
706,45,20,6,0
707,75,20,6,0
708,823,20,6,0
709,54,20,6,0
710,42,20,6,0
711,1099729,20,6,0
712,51,20,6,0
713,24,20,6,0
714,16,20,6,0
715,40,20,6,0
716,23,20,6,0
717,139,20,6,0
718,2247,20,6,0
719,64,20,6,0
720,13,20,6,0
721,337,20,6,0
722,28,20,6,0
723,93,20,6,0
724,59,20,6,0
725,961949,20,6,0
726,65,20,6,0
727,40,20,6,0
728,40,20,6,0
729,49,20,6,0
730,27,20,6,0
731,15,20,6,0
732,11,20,6,0
733,616277,20,6,0
734,18,20,6,0
735,232275,20,6,0
736,156,20,6,0
737,17,20,6,0
738,53,20,6,0
739,68,20,6,0
740,129,20,6,0
741,39,20,6,0
742,20,20,6,0
743,28,20,6,0
744,18,20,6,0
745,16,20,6,0
746,65,20,6,0
747,124,20,6,0
748,1102620,20,6,0
749,56,20,6,0
750,22,20,6,0
751,18,20,6,0
752,19,20,6,0
753,44,20,6,0
754,52,20,6,0
755,23,20,6,0
756,30,20,6,0
757,41,20,6,0
758,276,20,6,0
759,38,20,6,0
760,39,20,6,0
761,160781,20,6,0
762,113,20,6,0
763,50,20,6,0
764,220001,20,6,0
765,25,20,6,0
766,46,20,6,0
767,1308323,20,6,0
768,211,20,6,0
769,42,20,6,0
770,24,20,6,0
771,279,20,6,0
772,256,20,6,0
773,945039,20,6,0
774,154,20,6,0
775,46,20,6,0
776,167758,20,6,0
777,16625,20,6,0
778,29,20,6,0
