Board number,Data Sent,Number of Bytes Sent,Data Received,Number of Bytes Received
1,0020001000,5,00011C930000F3A700010CCF000176950009942B000229EE0001FEC70002418D00020303001191DB0000B0C80003A7330002031A0000E9FF00013236000258190001F1EF0011B6AA000161DC0001942A00011F1C000D7904000375BA00010C2500014D7500118A1E00010FD900019E910002A48400036B9400019A3300018F3100011728000105F800013B9E00023CCF000610D200122BD60001DCE00000E33E00019C5200018E1C0001180A0010840B000155AA00018ACC00035B320001A0A50000F65B0005580B0001CF930003645D0002465C0007F045000A2A57000109A30002E3DA0001BD1D000366E5000157BC000314EF0001BAFE00030C6C0004263300015A8A000176D00005070B000118E7000161E9000141F500010A30000204C20001EFC40002095E00018D720004BEE7000292200001CBCE0002AADB00092CE90001411B000BF9400000FD78000C165F000243C90003118400015BC5000180B400021F9C000BA62C00041995000267180005A0F30001B8810002E696000272DC0001E125000280B50011CDE70000D54E000121CF0002A4430000BB5E0000F56C000833A30001662000025E0400078074000178FB00030EBF0001422100016C5300091CCD00117A710000E67E000198010007002900016D76000463A80004D98D00017D7C0001A0250003DE7600018D630003B85C0006411C000243A1000317EE00085D3B00014FE300019FA50001BCE10001EE0600024B4D0001233200014A2C0000E177000302A30000B01E000205FF0001D70D0008D62C000324CC0002728C0009364F00015D4900012306000279C00003907D000174D00002E88200023762000240CE0001DD550003794A0001FDE000026C08000243460003157E0001B7BE0001BF7E0001A34C000940950002ED2F0001807C00013631000241A70002C59D00066BC10011AF10000639E10001E4730000D6AC0001A59B0002FA4C000136C7000273460002333B0003EF83000154670001BC280003350B00027C020001BD9D0002790B0003ECE50000E80200019120000135B80011921500072EEF000685CF0004EC2B00012E340001619D000110AF000278860004494A00087F2A00018AEC0002D4CC00054089000180EB0002B6700002D3D5000661BC000598A30002A11B00011EEE0003662800014E4C00053FCB0001112A0001EBD10003E68200014A95000372DB0000E1DA0003923200013AF30008276800016D9D0002A2D00001BC47000104B3000411D100013CD1000793A1000136B00002A1E60000F02F000369BC000125CF0002CED20005CFEB0007CE650003526100046030000169D30001108800025B3E000195F000063D0C0003A6D600038283000336180001D1B700045EC30000CFC9000103A50001E9030002CFDF0002241D0000D4410008E6D700028B460002D47D0010FBCD0001798F0001B283000D072800011DF100022150000B0F2B00014EA80004AF75000277BB00043E530001C0F3000176910000E12F000202BF00015A9B00108F54000173CC000300020001E3790003225200024D2E00012F3F000148030002C4E90000B3E300011D950009270400068AC2000311830008496B0003534B0000EA220000FB630001363F000189510003748E0001C8030002C6B000015B22000111370008CB18000F25A9000254770003C7760002B6A1000250CC000109A70000D10A0001EC270002FB9900012C7F00018B4D0001246B000B49700001CF280002D2B40002BF600006A63B0001328300016D3900010A510002D3EE000224FC0000DF2B000397AD0001A64F0001E110000191200000A00000023D2A0002E4F80005BFC000010CD8000198CC00022AC000022ADE0001AFBD000A814700037E740001ACB10002046D0004AAD5000171B80001AD820011131800021DBC000138C60003B6E7000299550008543A0001B7BF000151200003551500028BA10003460200028B8E00010C5D000195E800015F740002B40E0000CFD100018E37000161F40010C2CB0004CB480007041200021AA400032A0100013AF60000BB2D000144FF0002A19400015C7400022A8D00070E7100014445000178BD0001F34B0000FE2D00105E990011A64E0000F376000753AA000119170002CF750002580400045C9F000210750000B0C100019FCB00012B14000235D100015A960003E3AB000157C20002D18B0002E2030000D4AC00026EF5000BFE5400097E09000634DA00011973000112F20003A90100027F21000355CE0011786500116DFB0001A8E200024663000156C600040F34000120670001049200037E9F0002E1AF00015C2B0001304C000290980001FFE90011C87A00016A350001659700010FB50001C3B800023990000C960D00021788000201220000D8D4000F9B72000208C50005EE1900037C2F0002D6BF00014DA10001BBD90001447700024040000110E00003C93A00014C940001D0130002080C0001D94400010EE700011024000133D00005F9BC0001B5C900113B040002169D0001078F00057AE500011356000104610002BC0200011D38000237FC0001E0120004728A0000EE000011D8460001C79F000103B300079F5E000264DD00026B0F0003FB7E000808A60004E853000854B400026601000502BF000F2D5C0001E4BF0003435B0001701800022E780000F8D900023129000687D50000F10B0002866E0001E85600011D1200119DE50001A6060009601C0001E7B60001FB6500014567000247B600020DD20002B73700082B4C0003E9C400025F6B000229650001D7C1000347B300039729000113010001B70400029B5F0001D9D2000633B30001A89A0002D3230003E120000102D60004935900024015000894C3000128A700022ADE0002FA4F0001EE260000ED350000AE17000762630004250F0010E39500016C73000172CB0002CF420007ABEB000306AB0002FA9E00022812000706860002B21D00037E3300087B7500023FCB001127EE0001F8540001224100066C5B00083D6C000208FA00014A0700010C9900027D6500026E630001387E000168180001AF8000020A120001BA9B00036428000248750002941600042C310005ADD800012184000271250007E7E000063AEE00025D2D0000D011000344F20011124000088CBF0000B938000148170005A7D70001C84B00027B8C0001E9400001E0C30001D6870004679800041D690002C1570001DB940003383300016C310004239400068EE00002402A0001752B00028AB300017B72000328000001DDE3000271AC00016C510002A249000679070006F86E00034FA20009FD060002D551000113480001A2DF0002BA4E000390FA0002DA8D0001868C0001932F000572C3000203050001CF540000FE770005E6F300019E970001E8250001EEB200027F8E00084BF50001ED5E0001CB5600012645000480D400062B5600023CF2000524240001BF560002E7D90000EB9100010EA600014F280001C1BC000161400001035B0000D12A0003082C0002F613000198230006B32F00011BCD0001719E0005B339000457E20000E1EE0001C230000134AE0003454C0002B9990001FC34000111F900016BF7000121310002D6AF000190620001B8E30002335C00016E990000A0070001D801000144AA000365B80000CEF10002850C0004543C00025F3D000171DC000B3D0E0001560100033BE9000405F90001E18E000345F100011F790000D020000270090001160F00016C8D00019FFC00017BF80004AD0400021F3100031113000313510002952B000152FF000398BA00116AA4000E24B60001F8FE000315510002C91E00052A6E00018BE20007E14E0001F1A300014027000B5A0D00016D100000FCFA000256520000F0340002EF68000121A60002B8C8000210740001AE3E0002C3BB000125910004C5460001153F0001119E00022ADB000A5A9E000129B50010DF030001696F00033C260001101200034D5D0003C3EF0001CFDF0000F1650001EF600002B20C000160AE0002AD18000133D9000111760002DA5E0004E1890000E5750002154300038D8A000331C7001192E600021059000124D600084DD400022CDC0001D3D200019D0A00039D1C00031FB700032E8A0002794D000833510000A2DA0002750D0006608A00077B27000488D6000555370002355D0002D1A700024C7D0001050E0001B5070007C9B70000F7D900027F8E000191CD00036EA200041C040001A13C00037B5D0009B11D00022AAF00013C080005E6860001ECD500014A280001279100028DF300018D390002AA8700020B030008D57D0002D23F0003B7D10002D97F0000ED370001905500025FE9000167C20000C0100001179500018507000125840001A2AF00021A64000146D70004FD63000155FD000283C2000A4BD200017F8D000295CE0000FCFE0001611D00010CFB000101AB00012D3800117F150005CFF90000F0440000F9280003A8000001FE2200011268000116DF0006985700012F6F0001BA42000408AD000929DE00021660000CE4F0000183F70001AEE30003E38000091E7D0000C459000134A000009FF7000BC3840001B7850003322800018D310003194A0003EE4700017AB0000223F30002B92100011E810001A73A0000FF2D000255E700031DD20001503D00013298000567E50001C4A8000176940001113600043D87000359C8000ADBE500038E9D000566E700087CF70001953500012AA40001C78100033810000258EA00020F4B00013891000279E10001832F00024B770005170700052B6D0011DA620003BBAF000450260002383F0003AAB70002D20900013A6B0002E8190001FB9500015BA500012697000173B7001155DC000358DE0003401C000219BC00032BED000342C700028687000254630003E9D5000EE2DC0002566C000123DA0001769000033FFF0003BA5C00042C51000218D3000133030002887000012FCC0002DB6F00012E280001E9490000BF1A000125FD000178130001A97C00039076000625DA0002640C0001DC0D0000FFA2000156DD0001C4F1000259F20007819A0001CD54000545010001C0980003F89E000BE5D7000362A000018B4800011AC10001F117000816B00004FE6F0002C74A001023F40001F18E0001BE770003CCE200025DC10001818E0001B31200017F6A0001850F000394B80004598E00022BDB00016C56000743BC0002062700023E2D0001A5B60000FD790000EE410004351E00014D5700023D600004441A0001D3E80001A64600019E920001F4BA0000F6AF000607D3000201B90003791F00020047001195F400017AED0001C77F00036609000378A600018A970003245100022C30000189AF0001462F0005A1650005C7020001022800044AB00002931C0001BBE80002E5650003401600043CD00001CC080001062C0003F77F0002948C000790B000024A990001130700041D190007A0350001E4F900014E6A0000E0B50001160700039A7C0001172F0006C8B20002FC700003B9170001F600000241820002E2F80002105D0000BF220002B93600018EF00002F1ED00016E6D0004270C0001032C0001406B0008B5090001573200036E0C00082F6E0001635A0001ADA80001B72E00024B750001109D00008EEA00021A490002FE9E0002D5B30004F99900082C1C00011BD300016BFA0004DFAB0001E8330000DDC4000129C20002962C0002F1E2000315960003F18E000262A3000139EC000181C600011CA1000339AA00010BB80001D2B500025DA80002315100011E4700113AC900033759000295B9000455270000BF9300019A54000217D30002FA270004259A0001E1D20008A5FE00019FAC0000CFE8000119D90001B4D9000181B8000236EA0004742F0001457000036D8C0001457F000228CE0002DFEB00026442000257B80001E7350001CABE0008BC2B0000AB220002048D00022252000223B20005162300034FC500029E22000305EA0002FFB70001740900022C400005AE24000210FE00035ACB00046C950003271800016F62000223900003D6F8000136C20000AB9D0000CA7500031DBF00060575000281CB000186760003B50F00016FC400017B6400017B9E0003607B00011EB4001186A30001A36B0001099C000357100003B5500002D71500013345000305A30000F8DB00029B6100010A450006CDFB000183A70008781A000410FD000136160002E4D300031E2D0001716D00024D35000187580001C10E000165F30002118E0004A7FF0001551F000CC60600013D620001272C0001D4680000E7E500081597000C0E9B0004D4B700010ADA0007CB770002CE08000106660002C6A800010021000161420002C7450002B4FB00018DE90001603700020E4B000332D70000F70C0000F78C000121D6000271D5000179220005356B00089BB4000146A1000125D20002FA5000015A950000FA5800025C32000144A80001A7690002EE5E00010CBE00028C9E00020A1000012A3A000330AC0002E98F0001AD200009A8DC0007961D000425A4000170A90001C00100027A320002FF1200027E8A0002525A000199B10001513300028E3D000465040000D56200037FF700017AD400033AB20002EC4A000128E500032212000127220001EAB1000276380001A3E20001189A00017003000273640003CF6D0001792B0003A2090002B82B000254A2000167250000F03E0002C58300052F3C00014DCC0004F9CC000D7F30000742290001C2780003078E001138C70003D8A30001BC300001B576000481B20003964B0001FE7F000248DE0002731A0003EBC400046C380001D9E1000130980005A28D00013C810000E22F000163020000C4E90001D5BD00012DF80003F9120009892A000242D200015C960000D1A60001ADDB000732520008F502000F9E0800010C7000036AF9000236B5000290F400017F57000773680001F7AF000100DD00019D44000FBC4C00017A7500011C14000162880001BAF20002152200033AA500045E8E0004C94400066AB90009E38D0002D67F0000F5BB00014B3A0005604100011DB00001A686000638170000A0010002275D0009844400015AD70001F8CA0001B089000160C300037CC9000AB24B0001079100023AC700050DA10000E04C0002416E0001B7B30001639C0002ED8A000100D80009C5E3000240DD00014A800002C9490002443F,5120
2,0020001000,5,000331BB000CAC06000168E800021EF900020F660008BC2E0004483400022B87000353DB000139A500017E48000242950005F2290001759600014F130005C207000906090000D639000199590001F56B0002AE7B0005E4E60000B4470006DFEB00011DD00005F7C70002757F000D08FF0000DF7C001246DF0000C00B000190730000EC8B00106C61000178E50000DE190007D0C60000FF2000070D6C0001DFEA0002343300026C31000152A700013E210001E86B0007697800016C950004D68F000303BB0001B6C300017C4B00011E5E000111A90001C3DD00038317000108D500036EAA00018C8B00016179000180FE00012D470004499100019CEF0003AA3D0003F340001162A2000126170001A60B000245A200079FB30001142A0001571D0002FDF50000ED4A0002E7A000023680000253D40001C54E0001F03900127EFA000850F40000F9410005E3850002570E0003B6B60002689F00017AAF00125E7600025FF8000469D100018A69000151A80001E82A00018D4E000FADF8000461980002DD700000E94400036B7D000FA984000909790001421600013E500003247B0003AC4F0001BF5B000171AC0004A45C000100AC0001D0B400016CCB0001710B000239130002169E0001BAA2000AB543000203D100050574000328330003E779000150840007D815000772780003DE770002D7750002DFDE0002106400017760000487BD000252880000F11000022163000121270001BD9F000564010001FECB0002DD5300030EC5000140F8000376800002D62D0001758D0002473D00010C730000BFFD000217A80004D72400011053000128AA0001D3820001E50C0001278D0001D4090008FFC1000265B40003C6DE00012FCA0003EF7B000808520008D26300095DEC000231570001B0AF0001CB3800026B5000014B16000226940001C2850002CB5B0011C9780001A6390002AA08000299A2001223C2000263780002507900010FD10001D186000162710007B5180001B47100038ACF00029C1A0001EDA00004868A0010C7710001A0660001097E00044450000285B200052C200000FB880001225F0002B6950001124500012C2300012A1C0002A91E0000BFFD00052533000717380001AA480002EA870000E4A5000143300001DC090001391100027CA100040D8C0011D69600036F91000713AB0001FA010002013C0002BC660001A35B0002214E0001FEA20000D8CD00018D4A001139070003276A0000D4900001EADE0001B80400018122000278FE0001237C00014DA2000173100000DF450002CEC80001B5580011A4A30002693100086423000261EF000133D800016847000202DA000230990005DC77000323AA0003B4DE00032A0B0001152600043A0700033DED00025A9D0000DEFF00028F120003E3F8000295D000026D6E0001D73800037AE00001AA290003E44500097EC600014D5400014EC90001C6BA00083DEE0002B1430001B6A800023EF1000154ED000169970000993900023C450003015500016D02000280FC001198F30000F82B0002073C0001FF54000A3CE20000BFF1000251AB00030C8B0001B4490004E50200018E07000219AB00014ED3000243DF0000B030000490E1000267D20000F2A500018B2F0001B8D1000531EA0000D7F00001F3C50002553F000D7CC90007F33800018C50000222C4000133BA0000EDD9000534900002DB7B000175780002D8860001265D0000BF3B0001D52500055D130000F0C70007C53500059D6D00024D3C00012E540001E688001149BC0011840C0005DDDA000123920001EC260003285D000214E700028822000270FE000171DB00042377000528F30002D1870001023700014CBB000263840000EAA50002F794000145AC0003A8D100052C5F0001E50F00034B0D0001933E00056C81000355E30001B2D500028F0800019F02000208FA000125D200018A8E0000FAA80001DEB3000291D700028ECF000146550001E2920001CFD000020B980003237500010D860001AC5000025D150002447800011555000243AA00029CFD000B1A33000857BC0001D90A00059CB10002B1AA0003846B0001C3C000041BCB0001C0C40001D29B000183090001C324000168D700011855000129CE000133090001E81600013EA300011E880001CA9F0001E980000397E4000170B0000190A5000174FA0001C3CB00014FF40002E5690011B02D00016E3900013E950003BB340010B01700027F9C00119FEC00021BE80011A1BC00015C35000124B500027BC30002CD0B000256870002685800054A240002FC0100025B8F0004DAB90001F31F000A6FF20001C44300042D570001589A000243E30001515800010215000271BB00017E21000715140001A4CC00021CE20001C3E3000448600004F9640000F76D000EB735000184B9000212C200010C530001486C00017C880002261A0001A2D700021F1E00017B9A000251D4000129620001F1470003D773000600CA00019B6D0003ECEA0002E5510000D0060000D06600039E53000DBC080004CFC50002949B000E83D5000193710002A0B80003106B00020674000317CB0001F5AE000231C20001C0FE00013BC30002CEA10001AEE50011A8AB000261C90001AB530005551300011FC800010BE3000267530001C3020011453C0001048A000593F8000332C7000173AC0004523700017FAC00015B1D0000E883000651FB0003EF1C00014908000175830000B4160001F91400015F5E0001E0970002094800035D310005520B00024FBD000230CB00058E020000ED8B0001E4DE000197DE00012B0A0001834D00016B360002531500026DBE0001AA6400017AC10001CE3E000269350007890700025FFD0007EDE30000C81B0002210600020D3A0001BA650000F8B50002CDDF00021AD900016C030002269A00023E5C0003919A00029441000B818D00025E4D0009B97300011AC500022E1700020AA400017D8E0001B61E000CEB490001E273000211690005F8A100010B5400021AAE0011AFF300017EDE0002DAB90004E363000198940000EF4A00031D1B000160AF000389180001127800019D5600086CE30001BEED0001680200018217000109FA000257CA0002F2710000C0510001CCBB00029B1D0000FEBE00032E7400020FEB000FA11300047CBF000182850000FF6E0002822900013FC20003EA720000F02E0001855F0001372100010AAA000104D900040351000358F500023CF8000103F3000284BD00017CE500042A6C000248DB000F1CD30001B9CF000516DE0004D0BA000139EA000316590001DE9200078F5D000208E400016C61000218BF000138B50001CCB80001D4F60003186800029E170002083B0001648200032E7000022AC90001FE5A0003496100011D6100012FC300018B850001E2950004D41900016C4700011F1400018CE5000378EF000138B00002E32C000142660003997600054A910001C5670005ED2900015DC70001056100037E07000366300001BAB0000880EF0002E6610005C988000563430001F1C00003A9F50004BD7C0004E6AD00099B83000A7A34000216150002FB210003812B0001887800043E7C00017BDF000134DB0011D8F90001ADA40002838A0006FCF10001EDF2000364710002338D0006873B00030903000148D200033CD30001C4B600048DB3000101BC001037180001EBB100015A730002508B0008D7E70000F01E00016FC300017AB6000316E900023D2F000427600002A99700010FE800026A120003015F000376AE000953BF0000D6C30001E14D0011E6D1000295F10001DBBD000A15820001463C00095ED20001D7E40002A6990001E64300010A130001C61500080BB8000392E90003F101000291420011E22B000204FC00036AD5000475730001713E000104E50001D43A00017F5C000284D600043AB3000263DB000235F20002EFB60001E8D7000421F700042D15000357330008989200010631000252150011A74F00013FBD00019463000264B70001546C000090340001CD5C0003D900000437F400024D710007221F0001D95D0005F9E30002197F0001577500014C750001B32C00012DB1000118F30003C09B000AED230003EB56000261E10001DA360002C84D00026F2F0001B2D30001C4620001716E00013E24000655A20001CDC80001D48500012F6D0001D1EF0000F1270002EEB50001EC6F000312A20003F3AC0001854E0007DDE600042E2600023646000111DE000255EB0001ED5C0001402C00016B600001CA470001A7E3000529EE0001B472000285690000D9F8000105EE0001A9AB00065D2A0002D813000785D6000158B70000DF13000299890001C7830001383C0000C0590000F76F00023C8C000121370000E16A0001958300017EE0000F8CA50001EF910005A5990001E7150012024F0001EBC60000FE14000427400003E84E00011213000430B20005D51200120EA30000E25A0000D0000002BED40002E93800027EE300023CA200016DF3000162010001630B0002665300065F3400064EEE00029BC200017A7C0003A6F70000DF3200016D5D0004667400049409000C1A580004F6B10001B89F0003303A000FBE56000298390003DF1800021A9C0002816B00020FFE000276A8000126C7000364650008C4300002B26E0001DACC0003C1EA0001CA4B000BAEB00000F0480000B6D10002F939000120E00001A744000CDCE200016DCA0004608F0001E0660002BB430001A99D0003D814000113DA00029654000981B5000335E90001670A000326780000F4F70000FE2B0002B9B1000383D00001ACA80001AD320001D3A20000F5A20002367A000240C6000193910001082C00034B420002EB8F0004A7730001AB870003F9170005A82D000780F50002E4D70002E13B00010900000730A400016D9700030EBC0003AA9100011E34000114E10002CA7600019F27000381380001EFA60000D90E000299E400066E2E0001150A0002104B00048D270004490200042C0300077EDC000B106B00029AD7001230B40003A3920001BDDB00013397000349140000F2B100028E9C0000D5BC0003B6F50005078A00013D370002496B00010E3100011B01000476820002B62300038B8800039B5500013FF900026D220011E3C4000237A300057D6D000243DF0000F0FF00025AB40001A3E20001309A00017CDE00021F9B00026009000192BC0010E4A3000124E20001E05200018B3D0001CD590003F2AD000496350002EC9B00013D82000122D100026BCB0002CD1600024855000123EE00010DA90003D3E5000429880000F6390003DFA1000187B50000DA4F000208420000C13F000A8E9F0000E0C50002BFD30001FCCE000190A70011C27D0000F084000414A40008542600027BFC0001228A00017C490001856D0003A59E0007B4240001359E0009BD4800035C8D0001F1EE00015F9A0001967E0002677E0003D4AB000197AE0002266700120EC9000857420007A3DD000594B3000BDE750000F146000172BE0000F1D80012264700015396000559130002C8DB0011C0F200033E4D0001E0C30003DACD00029CB20001C95C0001C842000346CB0001246F00013760000393EF0005C7B50002177A00015A150012B47C0002C301001195F200066532000244450001DEF00001319A00038D8A0004660F0001D1A300016FCD00056E4C000115E60001D40C0005F3B5000104D700019161000157CC0001E66C0000F4CC000252870003828B00010EB80002CCB90001E23900016FBC00035E51000928B8000209200001EECC00019F5D0001F3910002D8830002A28E00019AB7000208E400015E5600010CFA00018A830002537C000690D30001844E000F559E0005A4DE0005B2EA0003483E000166690001513500035E9E0001FF3300016B0F00017E3300013A8000010FAE00080DB00003C88500017C1B000138B50011807D0002B8500000FA240001D0BC000BAC9700011E2D0002788300087400001167320000BC5100021DD8000189110001B5C50000F0A600013DD60001941C001196B50001C204000204FA000245130001E29B000244D20001E8E3000227370006F41F000348FD00048B2800043C9D000ECD11000184EE000137C20001205A0000BF8A00018C2600048AE30004C3FB000237F000012B150008F37D0003A102000118C90007C41F0002709C0001DB8900013EC30005D6A100035BC3000189FF001198D400019863000ACB990001659500010DE200010F4A0000EA2100015813000143290002A5BB00021EE800026471000A574C0001CAB400012FDF000549A60000D2140009C7890002A038000118BB0004182D00028A8500050AA90001042E00017DB600017A0D00013BB2000237FB0001F5CD0002763F000328BD0001AF5C000200070001DC7D00031FDA0004F27C0001C4CB0007E0EB00019F6C0001DE950002E3C900034AC60001CF970001AFDE000BE55C000290200002FB8C00022C210001E94F0002799500030629000719C70001B13D0000EC4D0002DE95000143C7000371A70001D6600006E56D0005D7B800051AA20004D3B20007F99E0001E01E0001A6E50001F00200012E1E0002FEA3000258660001EBFA0000FE8D00015B1900013A8A0000C64F0001EE2B0002CC8D0002CF8F0000E04000062EA1000689D400013052000432540000E02C001156AF0008A333000225B600026F3B000175820001145F000152C3000E799D0001D0A9000171260001E1A80001D6B40002F8EF000218B2000281C40001A640000A6859000174B3000182DD0001C3520001628F0001C2230007555900058EDC0001A5160001B7710001F2580001CB9A000316BB0001CB7D0000EF86000A7AA7000B815C0002B1440002713C000448390001A7850001B7FD0001C2070000E29F0002A90900017F270003E92C000D95440001E34100110103000226CD0001408200010153000276E40000A2AB0004A59D000439B5000449790003D02900029EED0001C7B100028C9A000174AD0000D785000148210001CB190002040400012C8800013ADB000985DC0003D82F00015B56000188570003CC370007AD420001E02A0002749C000987D70002D6610000FAB70001A05F0001C4A50001A1660002297B0001E93C00016D5F000272BF0002153000034DE80003F897000138EC000197D30000EDDF0001A461000102D20001BF69,5120
